Metric,Analysis,Test_Type,p_value,Effect_Size,Significance,Good_MOCA_N,Good_MOCA_Metric_Mean,Good_MOCA_Metric_Std,Bad_MOCA_N,Bad_MOCA_Metric_Mean,Bad_MOCA_Metric_Std,Good_Normal,Bad_Normal
AutonomicModulation_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.3507453686228722,0.13468780624574325,ns,42,0.28544272545542065,0.18944682592454645,6,0.3675820213406607,0.18812301462864348,False,True
AutoregulationEffectiveness_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.182504568966395,0.17657115623703784,ns,49,0.7036286590415638,0.16169357327921074,8,0.620665453348487,0.155418610607867,False,True
AutoregulationTimeConstant_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.061983486191093375,0.2782285502434379,ns,39,11.923076923076923,7.035192046099813,6,6.666666666666667,2.581988897471611,False,False
BilateralEfficiency_Neurogenic,MOCA_to_Metric,t-test,0.8150385414138158,0.08963239428287036,ns,49,0.4277497022697389,0.2438315316041474,8,0.44916256832942913,0.20183148696684505,True,True
COx_CI_Lower_Neurogenic,MOCA_to_Metric,t-test,0.5374858342612727,0.23661496299217805,ns,49,-0.27199473334448876,0.19267481631420325,8,-0.32139864998486223,0.29660029378591574,True,True
COx_CI_Upper_Neurogenic,MOCA_to_Metric,t-test,0.9951957056277438,0.0023065379063796276,ns,49,0.2982788973806091,0.18858160186428036,8,0.29875510313006204,0.30174963652221404,True,True
COx_Stability_Neurogenic,MOCA_to_Metric,t-test,0.05382874371753169,0.8737391380836012,ns,37,0.8909629984947813,0.35467728604053556,6,0.5845191554667447,0.32085177078243365,True,True
CardiacCerebralCoupling_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.7077540106951872,0.06336530886617414,ns,31,42.337134712043806,78.97444401460324,4,10.592292347493634,7.333713577026747,False,True
COx_SingleHemisphere_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.23262804199541157,0.15809835903856118,ns,49,0.28452721421501137,0.3972154412116428,8,0.15246588171541542,0.2641539408846655,False,True
COx_Window_SE_rSO2_Neurogenic,MOCA_to_Metric,t-test,0.49926764698851966,0.259354585269319,ns,49,0.020326005896236354,0.21075313046142866,8,-0.03763862317845139,0.29646902449950296,True,True
XCorr_MaxCorr_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.07866756916584593,0.23291504339062793,ns,49,0.2856990401375779,0.10622801781762461,8,0.37931418058162736,0.16459029137637857,False,True
XCorr_OptimalLag_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.7204380102666137,0.047401498226702456,ns,49,-1.1224489795918366,27.238631155234,8,5.0,17.320508075688775,False,False
XCorr_Asymmetry_Neurogenic,MOCA_to_Metric,t-test,0.2782194400298166,0.4176108862055328,ns,49,0.0021297118799263976,0.05809140972817366,8,0.027328078327031963,0.0739349385000674,True,True
XCorr_Width_Neurogenic,MOCA_to_Metric,t-test,0.4571924829224019,0.28552012036008034,ns,49,35.0,12.829003598617211,8,31.25,15.059406173077154,True,True
SE_Power_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.7954875174175369,0.03433074797942552,ns,49,4.08412688096001,5.123319544156078,8,3.5300419152431672,3.683742072888228,False,False
rSO2_Power_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.053927072855748596,0.25529326688258835,ns,49,0.21390844143156756,0.3142752212568959,8,0.6388179471337365,0.6259649127047546,False,True
PowerRatio_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.016419160971997002,0.31781657364848764,*,49,43.16406446201459,65.14912216213096,8,7.807778089291154,3.7854837676197706,False,True
SpectralCentroid_SE_Neurogenic,MOCA_to_Metric,t-test,0.6113986577055555,0.19485537226523036,ns,49,0.03510359931330439,0.0030724753336237084,8,0.03568079016083696,0.002051594529728425,True,True
SpectralCentroid_rSO2_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.40887139929841027,0.10939065752722206,ns,49,0.03249193199793505,0.0024015642934068584,8,0.03187188497659357,0.002635538735997268,False,False
Bandwidth_SE_Neurogenic,MOCA_to_Metric,t-test,0.7228379640579233,0.1359381012590642,ns,49,0.010180461038231564,0.0014341984189060238,8,0.010371314640561687,0.0011759803151274834,True,True
Bandwidth_rSO2_Neurogenic,MOCA_to_Metric,t-test,0.8704685587903673,0.062470875501662124,ns,49,0.009324199006286402,0.0011428769549138244,8,0.009254495330864875,0.0009084422216918096,True,True
Rolloff_SE_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.9630454960398803,0.006136846305944384,ns,49,0.05420918367346938,0.003921896808961776,8,0.054492187500000004,0.003386132021490641,False,True
Rolloff_rSO2_Neurogenic,MOCA_to_Metric,t-test,0.8560107128734682,0.06951875542854781,ns,49,0.05161033163265307,0.0035423182345701403,8,0.051367187499999994,0.003173452501810922,True,True
SE_to_rSO2_Causality_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.32857131113561605,0.14405014823955065,ns,40,0.12065786829846101,0.16417252179063466,6,0.11501438329031659,0.08780403139847855,False,True
rSO2_to_SE_Causality_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.14875368533905123,0.22019996106008854,ns,38,0.1382237311830943,0.1609391917565289,5,0.2732030055913932,0.25548827733525126,False,True
Bidirectional_Causality_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.08426032277421953,0.2602773002060879,ns,38,0.12119057641778609,0.14522702661061973,6,0.2577391155917271,0.21342761757089995,False,True
Lx_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.03806348536765033,0.2747305849394508,*,49,0.2447512827099106,0.5177503287636893,8,0.654411193866156,0.25459182405075276,False,True
SympatheticTone_SE,MOCA_to_Metric,Mann-Whitney,0.8657991920565671,0.022384167321242376,ns,49,1.8914129514102795,0.9637524298689975,8,1.830626942856497,0.7622432283426239,False,True
SympatheticTone_rSO2,MOCA_to_Metric,Mann-Whitney,0.060256046091667334,0.24886842399067718,ns,49,0.4705156951989499,0.2544849725272886,8,0.7514584531957451,0.38288878220785544,False,True
AutonomicBalance,MOCA_to_Metric,t-test,0.0881057298237422,0.668570055938285,ns,44,4.154421286143343,2.196418533796455,8,2.770862710495309,0.9771663219207963,True,True
NeurogenicCouplingEfficiency,MOCA_to_Metric,Mann-Whitney,0.1536832101701545,0.18896330378796064,ns,49,0.19706570497581732,0.13376030227541302,8,0.15803844888796634,0.19712705049600482,False,False
NeurogenicBurstFrequency,MOCA_to_Metric,Mann-Whitney,0.4882891046045966,0.11550543032519033,ns,30,0.008000000000000002,0.0021009029257555607,6,0.008666666666666666,0.0024221202832779933,False,True
NeurogenicBurstDuration,MOCA_to_Metric,Mann-Whitney,0.8179090632018331,0.0304953882833622,ns,49,22.532069970845484,13.737712721818054,8,18.60416666666667,6.559820881700964,False,True
PhaseDiff_Neurogenic,MOCA_to_Metric,t-test,0.09993325268972235,0.6380970551372324,ns,49,-0.04600419098024322,0.47824752144534627,8,0.2653539329973195,0.549874104418371,True,True
AmplitudeCorr_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.2809867971898465,0.1427985263592993,ns,49,0.24346764506192559,0.34895140759149695,8,0.39349470524116137,0.4082006063822641,False,True
PhaseAmpCoupling_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.7098548259597388,0.049279368050044126,ns,49,0.040849831709781986,0.04507180647829695,8,0.05229366458020533,0.0509535274377694,False,True
TransferGain_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.5197294541905794,0.08526842618273739,ns,49,0.43754485661485915,0.3269360231748682,8,0.4257159831719904,0.17074562643645613,False,True
TransferPhase_Neurogenic,MOCA_to_Metric,t-test,0.25990087032352177,0.43408766224858597,ns,49,6.641907164076505,58.93577833271142,8,-19.75296820984694,72.33542155317284,True,True
TransferCoherence_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.16764802483594468,0.18275906399921296,ns,49,0.26875040635941694,0.24686679389409907,8,0.37321883478606,0.2698421754227741,False,True
TransferPhaseLead_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.2057103705889195,0.16761283275684935,ns,49,0.5490196078431373,0.3143121557171749,8,0.40441176470588236,0.31301346019719917,False,True
TransferGainVariability_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.17496352595832704,0.17966307078172503,ns,49,0.21521175566785367,0.19174031337079767,8,0.13331328773722845,0.07753496039991188,False,True
TransferPhaseVariability_Neurogenic,MOCA_to_Metric,t-test,0.08301000349706696,0.6732742257667097,ns,49,72.19168349090619,35.288626490441665,8,97.56869154126795,51.21902895254139,True,True
WaveletCoherence_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.6931066065127636,0.052271700672862305,ns,49,0.3782361270634156,0.2138933013495832,8,0.43188332246327726,0.21460379001711347,False,True
WaveletPhase_Neurogenic,MOCA_to_Metric,t-test,0.1736311610610959,0.5256547091689756,ns,49,-8.78558246894642,41.10078537700244,8,13.209247586511601,46.613320509741506,True,True
PLV_Neurogenic,MOCA_to_Metric,t-test,0.17267160075777044,0.5268497071709768,ns,49,0.40663538980609404,0.1687067581973433,8,0.5022218190112903,0.25192265996596946,True,True
PPC_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.4352373103678671,0.10334808361588063,ns,49,0.192808616397946,0.15831744606991913,8,0.30739412436156677,0.2601499617308781,False,True
wPLI_Neurogenic,MOCA_to_Metric,Mann-Whitney,0.2809867971898465,0.1427985263592993,ns,49,0.5626304219370115,0.3276685698991253,8,0.6908589242259405,0.3234925534154144,False,True
AutonomicModulation_Respiratory,MOCA_to_Metric,Mann-Whitney,0.3025726577132467,0.1503769034011296,ns,42,0.24126248356436952,0.18896233731505144,5,0.31953807334039697,0.16614525073538308,False,True
CardiacCerebralCoupling_Respiratory,MOCA_to_Metric,Mann-Whitney,0.5949579831932774,0.08986780050047051,ns,32,116.46206917970227,186.82723582545054,3,23.808235697985893,16.779532142899807,False,True
SE_to_rSO2_Causality_Respiratory,MOCA_to_Metric,Mann-Whitney,0.5034494161242219,0.09021767841418664,ns,47,0.1083958981754381,0.1932455723794215,8,0.09050291732993379,0.11926587777009696,False,False
rSO2_to_SE_Causality_Respiratory,MOCA_to_Metric,Mann-Whitney,0.06720323797186693,0.25141274370328165,ns,45,0.12692545716557307,0.21676651572660496,8,0.3211408654298697,0.36133555656921873,False,True
Bidirectional_Causality_Respiratory,MOCA_to_Metric,Mann-Whitney,0.2832627363592958,0.14468580887492064,ns,47,0.13790155433078205,0.2122152248181848,8,0.20582189137990162,0.219873567910623,False,True
RespiratoryCouplingStrength,MOCA_to_Metric,Mann-Whitney,0.02457851486416239,0.29775004470370714,*,49,0.12784416976327112,0.09069609020815285,8,0.20884747862442848,0.10273256143265132,False,True
RespiratoryModulation_SE,MOCA_to_Metric,Mann-Whitney,0.6283699284266497,0.07296913157723493,ns,38,3.966883460853811,1.8318196676384226,6,5.057392712814818,3.1136367216959075,False,True
RespiratoryModulation_rSO2,MOCA_to_Metric,Mann-Whitney,0.009696544998213805,0.39910052539628155,**,36,4.581742881260492,1.7709790130329657,6,6.744617026963102,1.926920296399091,False,True
RespiratoryPhaseLag,MOCA_to_Metric,Mann-Whitney,0.2869196853108926,0.14104988962333845,ns,49,-0.40816326530612246,3.707640575818506,8,1.125,2.948970764763288,False,True
DominantRespiratoryFreq,MOCA_to_Metric,Mann-Whitney,0.6289182114568594,0.06400803097170145,ns,49,0.1985809948979592,0.04328090728202126,8,0.185546875,0.023062475803316766,False,True
RespiratoryRateVariability,MOCA_to_Metric,Mann-Whitney,0.39603919719814346,0.11241521460208602,ns,49,0.05821977726461963,0.013462939317594756,8,0.05536778289070217,0.010814323818992963,False,True
AutoregulationEffectiveness_VLF,MOCA_to_Metric,Mann-Whitney,0.260912290021467,0.14890889293174173,ns,49,0.7334927620402748,0.14695648837489855,8,0.6656982528142262,0.15627069966998874,False,True
AutoregulationTimeConstant_VLF,MOCA_to_Metric,Mann-Whitney,0.09748567534503981,0.2443359740637633,ns,40,15.0,8.843366338964376,6,10.0,10.0,False,False
BilateralEfficiency_VLF,MOCA_to_Metric,t-test,0.9914114140671864,0.004123429492053686,ns,49,0.4407096657482832,0.23978943294880373,8,0.4417229634399985,0.28320553602269843,True,True
COx_CI_Lower_VLF,MOCA_to_Metric,t-test,0.8036616000312599,0.0952602823805117,ns,49,-0.21209761354796658,0.16391157731094708,8,-0.22903580076977142,0.2533423960272164,True,True
COx_CI_Upper_VLF,MOCA_to_Metric,t-test,0.9039686274287606,0.046219259059497024,ns,49,0.29518761891313705,0.18781456603331115,8,0.28589255434414307,0.2754937005785703,True,True
COx_Stability_VLF,MOCA_to_Metric,Mann-Whitney,0.6713119021206312,0.0654783466954424,ns,34,0.7612190311766093,0.28420080891012706,8,0.7168847563212106,0.36972731068476766,False,True
CardiacCerebralCoupling_VLF,MOCA_to_Metric,Mann-Whitney,0.7452253628724217,0.054925134760132145,ns,31,38.06801312341864,61.3517266735903,4,20.327182277187102,21.889634242583252,False,True
COx_SingleHemisphere_VLF,MOCA_to_Metric,t-test,0.03395747638400558,0.8293306275867721,*,49,0.26957408753829315,0.3619955864415849,8,-0.03679288191499908,0.416746015373935,True,True
COx_Window_SE_rSO2_VLF,MOCA_to_Metric,t-test,0.32325577916600456,0.380081187112678,ns,49,0.06903286130906552,0.18564499272065563,8,-0.007561765402233536,0.28768307676326654,True,True
XCorr_MaxCorr_VLF,MOCA_to_Metric,Mann-Whitney,0.3710870937881862,0.11847132975267997,ns,49,0.27106384332303796,0.1069272021363155,8,0.340015447654212,0.19213143026866203,False,True
XCorr_OptimalLag_VLF,MOCA_to_Metric,t-test,0.5643321367613015,0.22114020275298935,ns,49,4.387755102040816,27.681835445024998,8,10.625,31.559184762239074,True,True
XCorr_Asymmetry_VLF,MOCA_to_Metric,t-test,0.21114793285492184,0.48243622168841244,ns,49,0.007944785556759721,0.06197164616713834,8,0.04019448078438476,0.09367854278070596,True,True
XCorr_Width_VLF,MOCA_to_Metric,Mann-Whitney,0.5024599515102761,0.08882634740672588,ns,49,37.857142857142854,17.67766952966369,8,39.375,10.155048005794951,False,True
SE_Power_VLF,MOCA_to_Metric,Mann-Whitney,0.9730418593226001,0.004476051762355817,ns,49,3.501377877122515,4.336096561611436,8,3.050260788319113,2.9549976324408305,False,True
rSO2_Power_VLF,MOCA_to_Metric,Mann-Whitney,0.10119145051325669,0.21710472491543842,ns,49,0.1487603037145625,0.21279882715087356,8,0.38077265488715784,0.3603235173507014,False,True
PowerRatio_VLF,MOCA_to_Metric,Mann-Whitney,0.04544000034858146,0.26498043341879823,*,49,46.63059174037134,56.024887383832734,8,12.241475783416417,5.991691371546832,False,True
SpectralCentroid_SE_VLF,MOCA_to_Metric,t-test,0.9228702537020311,0.03708915330156241,ns,49,0.038199906946036644,0.005022058441579786,8,0.03838349894843616,0.004424546376521057,True,True
SpectralCentroid_rSO2_VLF,MOCA_to_Metric,Mann-Whitney,0.34709708246246607,0.1245371551657898,ns,49,0.034180410239352456,0.003724894924738343,8,0.03292266087050781,0.0033583180523943236,False,True
Bandwidth_SE_VLF,MOCA_to_Metric,Mann-Whitney,0.9013781110422271,0.016413689656938207,ns,49,0.012681437379648702,0.0020897200687948233,8,0.0126540959212069,0.0022666334356085506,False,True
Bandwidth_rSO2_VLF,MOCA_to_Metric,t-test,0.42595185061558705,0.3058571422898478,ns,49,0.011783217701960641,0.0021639256712781044,8,0.011143205569417938,0.001514764907782315,True,True
Rolloff_SE_VLF,MOCA_to_Metric,Mann-Whitney,0.8900987030474075,0.018302297288387344,ns,49,0.061798469387755094,0.006191221199339233,8,0.06162109375,0.0070428661486762354,False,False
Rolloff_rSO2_VLF,MOCA_to_Metric,Mann-Whitney,0.3883750651187007,0.1142499143341769,ns,49,0.05774872448979591,0.006571013696183369,8,0.056249999999999994,0.00542874397634612,False,True
SE_to_rSO2_Causality_VLF,MOCA_to_Metric,Mann-Whitney,0.4807739053100644,0.10072262586769312,ns,41,0.06329754140616209,0.07579439432008692,8,0.16402388368061063,0.2771691378802702,False,False
rSO2_to_SE_Causality_VLF,MOCA_to_Metric,Mann-Whitney,0.07357195649878576,0.26672805524355625,ns,39,0.07799507056992756,0.12022196490383831,6,0.23578433031292026,0.2825408942958127,False,False
Bidirectional_Causality_VLF,MOCA_to_Metric,Mann-Whitney,0.150188915039217,0.20987995925857522,ns,40,0.09780401730280344,0.18787098117807585,7,0.2108590582546639,0.23603267059236457,False,False
Lx_VLF,MOCA_to_Metric,Mann-Whitney,0.08282699440827836,0.2297419389908374,ns,49,0.2288121164518496,0.525141308927614,8,0.56961006995488,0.3417244906749244,False,True
PhaseDiff_VLF,MOCA_to_Metric,t-test,0.6368145422286319,0.18105002906832846,ns,49,-0.020144001168613195,0.3279006752086545,8,0.04082282396783454,0.39202103245048187,True,True
AmplitudeCorr_VLF,MOCA_to_Metric,Mann-Whitney,0.4487656986284243,0.10032993496399428,ns,49,0.2674389799523905,0.33227903903215406,8,0.36212773062909553,0.3679061387211338,False,True
PhaseAmpCoupling_VLF,MOCA_to_Metric,Mann-Whitney,0.182504568966395,0.17657115623703784,ns,49,0.04141194579881625,0.04721751184832618,8,0.04778943431982402,0.04014555173888959,False,True
TransferGain_VLF,MOCA_to_Metric,Mann-Whitney,0.20650812292380138,0.1673183153039237,ns,49,0.3367300315459583,0.28036371486658196,8,0.40388874547222087,0.21727365735692614,False,True
TransferPhase_VLF,MOCA_to_Metric,t-test,0.5711603400975644,0.21726336820718592,ns,49,0.0024367386458435743,47.44989419194005,8,-10.259416645205665,45.71251108391374,True,True
TransferCoherence_VLF,MOCA_to_Metric,Mann-Whitney,0.07083833401725802,0.23927841696742336,ns,49,0.23675333924357495,0.21460793839374356,8,0.3015091998096866,0.15612497526675462,False,True
TransferPhaseLead_VLF,MOCA_to_Metric,t-test,0.5848339870207604,0.2095671967689574,ns,49,0.4923469387755102,0.2526938692944001,8,0.439453125,0.2503398220553343,True,True
TransferGainVariability_VLF,MOCA_to_Metric,Mann-Whitney,0.6600458436056311,0.05825953885885379,ns,49,0.16726332407090128,0.12794768230782833,8,0.1483038181353596,0.056383791331922624,False,True
TransferPhaseVariability_VLF,MOCA_to_Metric,t-test,0.12122134871648034,0.6002067969332523,ns,49,79.40410458393328,31.875537788879114,8,99.40726646868444,41.94881706696397,True,True
PhaseMargin_VLF,MOCA_to_Metric,t-test,0.57116034009756,0.21726336820718845,ns,49,180.00243673864586,47.449894191940004,8,169.74058335479424,45.7125110839136,True,True
GainMargin_VLF,MOCA_to_Metric,t-test,0.26485886554764465,0.429549239139791,ns,49,11.18350499255808,5.149229132609114,8,8.991622587314323,4.771856290674634,True,True
AutoregulationEfficiency_VLF,MOCA_to_Metric,Mann-Whitney,0.07083833401725802,0.23927841696742336,ns,49,0.16452418008075465,0.12884831650981277,8,0.20596596231183387,0.08201453988951096,False,True
WaveletCoherence_VLF,MOCA_to_Metric,Mann-Whitney,0.4625200245598634,0.09731386971590131,ns,49,0.3834528473011219,0.22714992377490642,8,0.45147394871269986,0.23292889912822015,False,True
WaveletPhase_VLF,MOCA_to_Metric,t-test,0.5854930410077447,0.20919844983405153,ns,49,-8.037142693115397,33.29664984916138,8,-1.3275095245623065,21.91357266569529,True,True
PLV_VLF,MOCA_to_Metric,t-test,0.6920427112441789,0.15183374104037808,ns,49,0.3301196928551476,0.16664716027432952,8,0.356140822164782,0.20084551780410748,True,True
PPC_VLF,MOCA_to_Metric,Mann-Whitney,0.8657991920565671,0.022384167321242376,ns,49,0.13585636052254235,0.13227818437373323,8,0.16181534779501566,0.18700600251782531,False,False
wPLI_VLF,MOCA_to_Metric,Mann-Whitney,0.6437469178190016,0.06125516634297117,ns,49,0.5102065970292585,0.29603997944456384,8,0.5639370516846005,0.34122186242736174,False,True
